"","species","MaxT","MinT","lng","lat","Site","max_low_res","min_low_res","site.char","midpoint","max_index","min_index","max_T","min_T"
"207","Archaeocyon_leptodus",29.5,24.7,-102.5,43.299999,17633,29.5,18.5,"site_17633",NA,NA,NA,29.5,18.5
"208","Archaeocyon_leptodus",29.5,24.7,-102.5,43.299999,17634,29.5,18.5,"site_17634",NA,NA,NA,29.5,18.5
"209","Sunkahetanka_geringensis",29.5,24.7,-102.5,43.299999,17634,29.5,18.5,"site_17634",NA,NA,NA,29.5,18.5
"210","Archaeocyon_leptodus",29.5,24.7,-102.5,43.299999,17635,29.5,18.5,"site_17635",NA,NA,NA,29.5,18.5
"211","Cynarctoides_lemur",29.5,24.7,-102.5,43.299999,17635,29.5,18.5,"site_17635",NA,NA,NA,29.5,18.5
"212","Otarocyon_cooki",29.5,24.7,-102.5,43.299999,17635,29.5,18.5,"site_17635",NA,NA,NA,29.5,18.5
"213","Philotrox_condoni",29.5,24.7,-102.5,43.299999,17635,29.5,18.5,"site_17635",NA,NA,NA,29.5,18.5
"214","Archaeocyon_leptodus",29.5,24.7,-102.5,43.299999,17636,29.5,18.5,"site_17636",NA,NA,NA,29.5,18.5
"215","Sunkahetanka_geringensis",29.5,24.7,-102.5,43.299999,17636,29.5,18.5,"site_17636",NA,NA,NA,29.5,18.5
"216","Enhydrocyon_pahinsintewakpa",29.5,24.7,-102.5,43.299999,17636,29.5,18.5,"site_17636",NA,NA,NA,29.5,18.5
"217","Archaeocyon_leptodus",29.5,24.7,-102.5,43.299999,17637,29.5,18.5,"site_17637",NA,NA,NA,29.5,18.5
"218","Enhydrocyon_pahinsintewakpa",29.5,24.7,-102.5,43.299999,17637,29.5,18.5,"site_17637",NA,NA,NA,29.5,18.5
"219","Enhydrocyon_crassidens",29.5,24.7,-102.5,43.299999,17638,29.5,18.5,"site_17638",NA,NA,NA,29.5,18.5
"220","Leptocyon_douglassi",29.5,24.7,-102.5,43.299999,17641,29.5,18.5,"site_17641",NA,NA,NA,29.5,18.5
"221","Otarocyon_cooki",29.5,24.7,-102.5,43.299999,17641,29.5,18.5,"site_17641",NA,NA,NA,29.5,18.5
"222","Cynarctoides_lemur",29.5,24.7,-102.5,43.299999,17641,29.5,18.5,"site_17641",NA,NA,NA,29.5,18.5
"223","Sunkahetanka_geringensis",29.5,24.7,-102.5,43.299999,17641,29.5,18.5,"site_17641",NA,NA,NA,29.5,18.5
"224","Philotrox_condoni",29.5,24.7,-102.5,43.299999,17641,29.5,18.5,"site_17641",NA,NA,NA,29.5,18.5
"225","Mesocyon_temnodon",29.5,24.7,-102.5,43.299999,17642,29.5,18.5,"site_17642",NA,NA,NA,29.5,18.5
"226","Archaeocyon_leptodus",29.5,24.7,-102.5,43.299999,17644,29.5,18.5,"site_17644",NA,NA,NA,29.5,18.5
"227","Philotrox_condoni",29.5,24.7,-102.5,43.299999,17644,29.5,18.5,"site_17644",NA,NA,NA,29.5,18.5
"228","Archaeocyon_leptodus",29.5,24.7,-102.5,43.299999,17651,29.5,18.5,"site_17651",NA,NA,NA,29.5,18.5
"229","Archaeocyon_leptodus",29.5,24.7,-102.5,43.299999,17654,29.5,18.5,"site_17654",NA,NA,NA,29.5,18.5
"230","Archaeocyon_pavidus",29.5,24.7,-102.5,43.299999,17663,29.5,18.5,"site_17663",NA,NA,NA,29.5,18.5
"231","Enhydrocyon_pahinsintewakpa",24.7,23.1,-99.833336,43.066666,17723,29.5,18.5,"site_17723",NA,NA,NA,29.5,18.5
"232","Phlaocyon_minor",24.7,23.1,-99.833336,43.066666,17723,29.5,18.5,"site_17723",NA,NA,NA,29.5,18.5
"233","Desmocyon_thomsoni",23.1,18.5,-103.800003,42.400002,17736,29.5,18.5,"site_17736",NA,NA,NA,29.5,18.5
"234","Desmocyon_thomsoni",23.1,18.5,-103.800003,42.400002,17738,29.5,18.5,"site_17738",NA,NA,NA,29.5,18.5
"235","Phlaocyon_annectens",23.1,18.5,-103.866669,42.416668,22641,29.5,18.5,"site_22641",NA,NA,NA,29.5,18.5
"236","Enhydrocyon_crassidens",23.1,18.5,-102.5,43.299999,17743,29.5,18.5,"site_17743",NA,NA,NA,29.5,18.5
"237","Phlaocyon_annectens",23.1,18.5,-103.800003,42.400002,17744,29.5,18.5,"site_17744",NA,NA,NA,29.5,18.5
"238","Cynarctoides_acridens",23.1,18.5,-103.800003,42.400002,17744,29.5,18.5,"site_17744",NA,NA,NA,29.5,18.5
"239","Phlaocyon_minor",23.1,18.5,-102.295303,43.1796,17745,29.5,18.5,"site_17745",NA,NA,NA,29.5,18.5
"240","Desmocyon_thomsoni",23.1,18.5,-102.5,43.299999,17748,29.5,18.5,"site_17748",NA,NA,NA,29.5,18.5
"241","Phlaocyon_minor",23.1,18.5,-102.5,43.299999,17750,29.5,18.5,"site_17750",NA,NA,NA,29.5,18.5
"242","Desmocyon_thomsoni",23.1,18.5,-102.5,43.299999,17752,29.5,18.5,"site_17752",NA,NA,NA,29.5,18.5
"243","Phlaocyon_achoros",27.82,23.03,-82.633331,29.75,17764,29.5,18.5,"site_17764",NA,NA,NA,29.5,18.5
"244","Cynarctoides_lemur",27.82,23.03,-82.633331,29.75,17764,29.5,18.5,"site_17764",NA,NA,NA,29.5,18.5
"245","Paraenhydrocyon_wallovianus",23.1,18.5,-103.199997,29.200001,17774,29.5,18.5,"site_17774",NA,NA,NA,29.5,18.5
"246","Phlaocyon_annectens",23.1,18.5,-103.199997,29.200001,17775,29.5,18.5,"site_17775",NA,NA,NA,29.5,18.5
"247","Cynarctoides_luskensis",23.1,18.5,-105,42.099998,17777,29.5,18.5,"site_17777",NA,NA,NA,29.5,18.5
"248","Cormocyon_haydeni",23.1,18.5,-101.900002,43.5,17779,29.5,18.5,"site_17779",NA,NA,NA,29.5,18.5
"249","Cynarctoides_luskensis",23.1,18.5,-104.199997,42,17780,29.5,18.5,"site_17780",NA,NA,NA,29.5,18.5
"250","Cynarctoides_acridens",23.1,18.5,-104.199997,42,17780,29.5,18.5,"site_17780",NA,NA,NA,29.5,18.5
"251","Desmocyon_thomsoni",23.1,18.5,-104.199997,42,17780,29.5,18.5,"site_17780",NA,NA,NA,29.5,18.5
"252","Desmocyon_thomsoni",23.1,18.5,-104.5,43,17785,29.5,18.5,"site_17785",NA,NA,NA,29.5,18.5
"253","Paraenhydrocyon_wallovianus",23.1,18.5,-105,42.099998,17788,29.5,18.5,"site_17788",NA,NA,NA,29.5,18.5
"254","Phlaocyon_minor",23.1,18.5,-105,42.099998,17788,29.5,18.5,"site_17788",NA,NA,NA,29.5,18.5
"255","Desmocyon_thomsoni",23.1,18.5,-105,42.099998,17788,29.5,18.5,"site_17788",NA,NA,NA,29.5,18.5
"256","Osbornodon_brachypus",23.1,18.5,-104.199997,42,17793,29.5,18.5,"site_17793",NA,NA,NA,29.5,18.5
"257","Cynarctoides_luskensis",23.1,18.5,-104.199997,42,17793,29.5,18.5,"site_17793",NA,NA,NA,29.5,18.5
"258","Phlaocyon_minor",23.1,18.5,-104.199997,42,17793,29.5,18.5,"site_17793",NA,NA,NA,29.5,18.5
"259","Desmocyon_thomsoni",23.1,18.5,-104.199997,42,17793,29.5,18.5,"site_17793",NA,NA,NA,29.5,18.5
"260","Enhydrocyon_crassidens",23.1,18.5,-104.5,43,17794,29.5,18.5,"site_17794",NA,NA,NA,29.5,18.5
"261","Paraenhydrocyon_wallovianus",23.1,18.5,-104.5,43,17794,29.5,18.5,"site_17794",NA,NA,NA,29.5,18.5
"262","Paraenhydrocyon_josephi",23.1,18.5,-104.5,43,17794,29.5,18.5,"site_17794",NA,NA,NA,29.5,18.5
"263","Cormocyon_haydeni",23.1,18.5,-104.5,43,17794,29.5,18.5,"site_17794",NA,NA,NA,29.5,18.5
"264","Desmocyon_thomsoni",23.1,18.5,-104.199997,42,17796,29.5,18.5,"site_17796",NA,NA,NA,29.5,18.5
"265","Enhydrocyon_basilatus",23.1,18.5,-104.5,43,17801,29.5,18.5,"site_17801",NA,NA,NA,29.5,18.5
"266","Desmocyon_thomsoni",23.1,18.5,-103.099998,42.200001,17805,29.5,18.5,"site_17805",NA,NA,NA,29.5,18.5
"267","Cynarctoides_acridens",23.1,18.5,-103.800003,42.400002,17809,29.5,18.5,"site_17809",NA,NA,NA,29.5,18.5
"268","Paraenhydrocyon_josephi",23.1,18.5,-104.5,43,17811,29.5,18.5,"site_17811",NA,NA,NA,29.5,18.5
"269","Paraenhydrocyon_robustus",23.1,18.5,-104.5,43,17812,29.5,18.5,"site_17812",NA,NA,NA,29.5,18.5
"270","Enhydrocyon_crassidens",23.1,18.5,-104.5,43,17813,29.5,18.5,"site_17813",NA,NA,NA,29.5,18.5
"271","Enhydrocyon_crassidens",23.1,18.5,-104.5,43,17815,29.5,18.5,"site_17815",NA,NA,NA,29.5,18.5
"272","Paraenhydrocyon_wallovianus",23.1,18.5,-104.5,43,17815,29.5,18.5,"site_17815",NA,NA,NA,29.5,18.5
"273","Paraenhydrocyon_josephi",23.1,18.5,-104.5,43,17815,29.5,18.5,"site_17815",NA,NA,NA,29.5,18.5
"274","Desmocyon_thomsoni",23.1,18.5,-104.5,43,17815,29.5,18.5,"site_17815",NA,NA,NA,29.5,18.5
"275","Cormocyon_haydeni",23.1,18.5,-103.800003,42.400002,17819,29.5,18.5,"site_17819",NA,NA,NA,29.5,18.5
"276","Desmocyon_thomsoni",23.1,18.5,-104.199997,42,17820,29.5,18.5,"site_17820",NA,NA,NA,29.5,18.5
"277","Phlaocyon_multicuspus",23.1,18.5,-104.5,43,17821,29.5,18.5,"site_17821",NA,NA,NA,29.5,18.5
"278","Desmocyon_thomsoni",23.1,18.5,-102.5,43.299999,17832,29.5,18.5,"site_17832",NA,NA,NA,29.5,18.5
"279","Paraenhydrocyon_wallovianus",23.1,18.5,-104.400002,42.619999,17833,29.5,18.5,"site_17833",NA,NA,NA,29.5,18.5
"280","Phlaocyon_minor",23.1,18.5,-104.400002,42.619999,17833,29.5,18.5,"site_17833",NA,NA,NA,29.5,18.5
"281","Desmocyon_thomsoni",23.1,18.5,-104.400002,42.619999,17833,29.5,18.5,"site_17833",NA,NA,NA,29.5,18.5
"282","Phlaocyon_minor",23.1,18.5,-104.199997,42,17835,29.5,18.5,"site_17835",NA,NA,NA,29.5,18.5
"283","Desmocyon_thomsoni",23.1,18.5,-104.199997,42,17835,29.5,18.5,"site_17835",NA,NA,NA,29.5,18.5
"284","Phlaocyon_leucosteus",23.1,18.5,-83,30.299999,17837,29.5,18.5,"site_17837",NA,NA,NA,29.5,18.5
"285","Phlaocyon_minor",23.1,18.5,-104.5,43,17838,29.5,18.5,"site_17838",NA,NA,NA,29.5,18.5
"286","Desmocyon_thomsoni",23.1,18.5,-104.5,43,17838,29.5,18.5,"site_17838",NA,NA,NA,29.5,18.5
"287","Desmocyon_thomsoni",23.1,18.5,-104.199997,42,17839,29.5,18.5,"site_17839",NA,NA,NA,29.5,18.5
"288","Phlaocyon_leucosteus",23.1,18.5,-103.099998,42.200001,17842,29.5,18.5,"site_17842",NA,NA,NA,29.5,18.5
"289","Cynarctoides_acridens",23.1,18.5,-107,35.700001,17844,29.5,18.5,"site_17844",NA,NA,NA,29.5,18.5
"290","Paraenhydrocyon_wallovianus",23.1,18.5,-103.800003,42.400002,17846,29.5,18.5,"site_17846",NA,NA,NA,29.5,18.5
"291","Desmocyon_thomsoni",23.1,18.5,-103.800003,42.400002,17846,29.5,18.5,"site_17846",NA,NA,NA,29.5,18.5
"292","Cynarctoides_acridens",23.1,18.5,-103.800003,42.400002,17846,29.5,18.5,"site_17846",NA,NA,NA,29.5,18.5
"293","Phlaocyon_minor",23.1,18.5,-103.800003,42.400002,17846,29.5,18.5,"site_17846",NA,NA,NA,29.5,18.5
"294","Desmocyon_thomsoni",23.1,18.5,-104.199997,42,17847,29.5,18.5,"site_17847",NA,NA,NA,29.5,18.5
"295","Desmocyon_thomsoni",23.1,18.5,-104.199997,42,17848,29.5,18.5,"site_17848",NA,NA,NA,29.5,18.5
"296","Desmocyon_thomsoni",23.1,18.5,-104.199997,42,17850,29.5,18.5,"site_17850",NA,NA,NA,29.5,18.5
"297","Cynarctoides_harlowi",23.1,18.5,-104.5,43,17854,29.5,18.5,"site_17854",NA,NA,NA,29.5,18.5
"298","Phlaocyon_minor",23.1,18.5,-104.5,43,17854,29.5,18.5,"site_17854",NA,NA,NA,29.5,18.5
"299","Phlaocyon_annectens",23.1,18.5,-104.5,43,17854,29.5,18.5,"site_17854",NA,NA,NA,29.5,18.5
"300","Metatomarctus_canavus",18.5,16.3,-103.099998,42.799999,17864,18.5,16.3,"site_17864",NA,NA,NA,18.5,16.3
"301","Ectopocynus_simplicidens",18.5,16.3,-102.01667,42.75,17865,18.5,16.3,"site_17865",NA,NA,NA,18.5,16.3
"302","Cynarctoides_acridens",18.5,16.3,-102.01667,42.75,17865,18.5,16.3,"site_17865",NA,NA,NA,18.5,16.3
"303","Phlaocyon_leucosteus",18.5,16.3,-102.01667,42.75,17865,18.5,16.3,"site_17865",NA,NA,NA,18.5,16.3
"304","Phlaocyon_mariae",18.5,16.3,-102.01667,42.75,17865,18.5,16.3,"site_17865",NA,NA,NA,18.5,16.3
"305","Desmocyon_matthewi",18.5,16.3,-102.01667,42.75,17865,18.5,16.3,"site_17865",NA,NA,NA,18.5,16.3
"306","Protomarctus_optatus",18.5,16.3,-103.800003,42.400002,17872,18.5,16.3,"site_17872",NA,NA,NA,18.5,16.3
"307","Paracynarctus_kelloggi",18.5,16.3,-103.099998,42.799999,17873,18.5,16.3,"site_17873",NA,NA,NA,18.5,16.3
"308","Cynarctoides_acridens",18.5,16.3,-103.099998,42.799999,17874,18.5,16.3,"site_17874",NA,NA,NA,18.5,16.3
"309","Phlaocyon_marslandensis",18.5,16.3,-103.099998,42.200001,17875,18.5,16.3,"site_17875",NA,NA,NA,18.5,16.3
"310","Cynarctoides_acridens",16.3,12.5,-103.800003,42.400002,17880,16.3,12.5,"site_17880",NA,NA,NA,16.3,12.5
"311","Paracynarctus_sinclairi",16.3,12.5,-103.800003,42.400002,17880,16.3,12.5,"site_17880",NA,NA,NA,16.3,12.5
"312","Tomarctus_hippophaga",16.3,12.5,-103.800003,42.400002,17880,16.3,12.5,"site_17880",NA,NA,NA,16.3,12.5
"313","Tomarctus_brevirostris",16.3,12.5,-103.800003,42.400002,17880,16.3,12.5,"site_17880",NA,NA,NA,16.3,12.5
"314","Osbornodon_iamonensis",18.5,16.3,-103.099998,41.700001,17881,18.5,16.3,"site_17881",NA,NA,NA,18.5,16.3
"315","Cynarctoides_acridens",18.5,16.3,-103.099998,41.700001,17881,18.5,16.3,"site_17881",NA,NA,NA,18.5,16.3
"316","Desmocyon_thomsoni",18.5,16.3,-103.099998,41.700001,17881,18.5,16.3,"site_17881",NA,NA,NA,18.5,16.3
"317","Metatomarctus_canavus",18.5,16.3,-103.099998,41.700001,17881,18.5,16.3,"site_17881",NA,NA,NA,18.5,16.3
"318","Phlaocyon_leucosteus",18.5,16.3,-104.199997,42,17886,18.5,16.3,"site_17886",NA,NA,NA,18.5,16.3
"319","Phlaocyon_marslandensis",18.5,16.3,-102.5,42.700001,17888,18.5,16.3,"site_17888",NA,NA,NA,18.5,16.3
"320","Metatomarctus_canavus",18.5,16.3,-102.5,42.700001,17888,18.5,16.3,"site_17888",NA,NA,NA,18.5,16.3
"321","Protomarctus_optatus",18.5,16.3,-103.800003,42.400002,17890,18.5,16.3,"site_17890",NA,NA,NA,18.5,16.3
"322","Ectopocynus_simplicidens",18.5,16.3,-103.099998,42.799999,17891,18.5,16.3,"site_17891",NA,NA,NA,18.5,16.3
"323","Cynarctoides_acridens",18.5,16.3,-103.099998,42.799999,17891,18.5,16.3,"site_17891",NA,NA,NA,18.5,16.3
"324","Phlaocyon_leucosteus",18.5,16.3,-103.099998,42.799999,17891,18.5,16.3,"site_17891",NA,NA,NA,18.5,16.3
"325","Desmocyon_matthewi",18.5,16.3,-103.099998,42.799999,17891,18.5,16.3,"site_17891",NA,NA,NA,18.5,16.3
"326","Tomarctus_brevirostris",18.5,16.3,-104.199997,40.799999,17893,18.5,16.3,"site_17893",NA,NA,NA,18.5,16.3
"327","Desmocyon_thomsoni",18.5,16.3,-103.099998,42.799999,17894,18.5,16.3,"site_17894",NA,NA,NA,18.5,16.3
"328","Osbornodon_iamonensis",18.5,16.3,-103.099998,42.200001,17896,18.5,16.3,"site_17896",NA,NA,NA,18.5,16.3
"329","Cynarctoides_acridens",18.5,16.3,-103.099998,42.200001,17896,18.5,16.3,"site_17896",NA,NA,NA,18.5,16.3
"330","Metatomarctus_canavus",18.5,16.3,-103.099998,42.200001,17896,18.5,16.3,"site_17896",NA,NA,NA,18.5,16.3
"331","Cynarctoides_acridens",18.5,16.3,-103.099998,42.799999,17898,18.5,16.3,"site_17898",NA,NA,NA,18.5,16.3
"332","Leptocyon_vulpinus",18.5,16.3,-103.099998,42.799999,17898,18.5,16.3,"site_17898",NA,NA,NA,18.5,16.3
"333","Desmocyon_thomsoni",18.5,16.3,-103.099998,42.200001,17899,18.5,16.3,"site_17899",NA,NA,NA,18.5,16.3
"334","Tomarctus_hippophaga",16.3,12.5,-103.800003,42.400002,17903,16.3,12.5,"site_17903",NA,NA,NA,16.3,12.5
"335","Tomarctus_brevirostris",16.3,12.5,-103.800003,42.400002,17903,16.3,12.5,"site_17903",NA,NA,NA,16.3,12.5
"336","Microtomarctus_conferta",16.3,12.5,-103.800003,42.400002,17904,16.3,12.5,"site_17904",NA,NA,NA,16.3,12.5
"337","Tomarctus_hippophaga",16.3,12.5,-103.800003,42.400002,17904,16.3,12.5,"site_17904",NA,NA,NA,16.3,12.5
"338","Tomarctus_brevirostris",16.3,12.5,-103.800003,42.400002,17904,16.3,12.5,"site_17904",NA,NA,NA,16.3,12.5
"339","Osbornodon_fricki",16.3,12.5,-103.732651,42.1856,17905,16.3,12.5,"site_17905",NA,NA,NA,16.3,12.5
"340","Leptocyon_leidyi",16.3,12.5,-103.732651,42.1856,17905,16.3,12.5,"site_17905",NA,NA,NA,16.3,12.5
"341","Euoplocyon_brachygnathus",16.3,12.5,-103.732651,42.1856,17905,16.3,12.5,"site_17905",NA,NA,NA,16.3,12.5
"342","Psalidocyon_marianae",16.3,12.5,-103.732651,42.1856,17905,16.3,12.5,"site_17905",NA,NA,NA,16.3,12.5
"343","Microtomarctus_conferta",16.3,12.5,-103.732651,42.1856,17905,16.3,12.5,"site_17905",NA,NA,NA,16.3,12.5
"344","Tomarctus_hippophaga",16.3,12.5,-103.732651,42.1856,17905,16.3,12.5,"site_17905",NA,NA,NA,16.3,12.5
"345","Tomarctus_brevirostris",16.3,12.5,-103.732651,42.1856,17905,16.3,12.5,"site_17905",NA,NA,NA,16.3,12.5
"346","Cynarctoides_acridens",18.5,16.3,-103.099998,42.799999,17906,18.5,16.3,"site_17906",NA,NA,NA,18.5,16.3
"347","Desmocyon_matthewi",18.5,16.3,-103.099998,42.799999,17906,18.5,16.3,"site_17906",NA,NA,NA,18.5,16.3
"348","Metatomarctus_canavus",18.5,16.3,-103.099998,42.799999,17906,18.5,16.3,"site_17906",NA,NA,NA,18.5,16.3
"349","Microtomarctus_conferta",18.5,16.3,-104.199997,40.799999,17908,18.5,16.3,"site_17908",NA,NA,NA,18.5,16.3
"350","Tomarctus_brevirostris",18.5,16.3,-104.199997,40.799999,17908,18.5,16.3,"site_17908",NA,NA,NA,18.5,16.3
"351","Aelurodon_asthenostylus",18.5,16.3,-104.199997,40.799999,17908,18.5,16.3,"site_17908",NA,NA,NA,18.5,16.3
"352","Tomarctus_hippophaga",18.5,16.3,-103.099998,42.799999,17909,18.5,16.3,"site_17909",NA,NA,NA,18.5,16.3
"353","Tomarctus_hippophaga",16.3,12.5,-103.800003,42.400002,17911,16.3,12.5,"site_17911",NA,NA,NA,16.3,12.5
"354","Microtomarctus_conferta",16.3,12.5,-103.800003,42.400002,17911,16.3,12.5,"site_17911",NA,NA,NA,16.3,12.5
"355","Osbornodon_fricki",18.5,16.3,-103.099998,42.799999,17917,18.5,16.3,"site_17917",NA,NA,NA,18.5,16.3
"356","Cynarctoides_acridens",18.5,16.3,-103.099998,42.799999,17917,18.5,16.3,"site_17917",NA,NA,NA,18.5,16.3
"357","Protomarctus_optatus",18.5,16.3,-103.099998,42.799999,17917,18.5,16.3,"site_17917",NA,NA,NA,18.5,16.3
"358","Protomarctus_optatus",18.5,16.3,-103.099998,42.799999,17918,18.5,16.3,"site_17918",NA,NA,NA,18.5,16.3
"359","Tomarctus_hippophaga",16.3,12.5,-103.800003,42.400002,17919,16.3,12.5,"site_17919",NA,NA,NA,16.3,12.5
"360","Osbornodon_fricki",18.5,16.3,-103.800003,42.400002,17920,18.5,16.3,"site_17920",NA,NA,NA,18.5,16.3
"361","Cynarctoides_acridens",18.5,16.3,-103.800003,42.400002,17920,18.5,16.3,"site_17920",NA,NA,NA,18.5,16.3
"362","Protomarctus_optatus",18.5,16.3,-103.800003,42.400002,17920,18.5,16.3,"site_17920",NA,NA,NA,18.5,16.3
"363","Cynarctoides_acridens",18.5,16.3,-103.099998,42.799999,17923,18.5,16.3,"site_17923",NA,NA,NA,18.5,16.3
"364","Desmocyon_thomsoni",18.5,16.3,-103.099998,42.799999,17924,18.5,16.3,"site_17924",NA,NA,NA,18.5,16.3
"365","Cynarctoides_acridens",18.5,16.3,-103.099998,42.799999,17927,18.5,16.3,"site_17927",NA,NA,NA,18.5,16.3
"366","Desmocyon_matthewi",18.5,16.3,-103.099998,42.799999,17927,18.5,16.3,"site_17927",NA,NA,NA,18.5,16.3
"367","Desmocyon_matthewi",18.5,16.3,-103.099998,42.799999,17928,18.5,16.3,"site_17928",NA,NA,NA,18.5,16.3
"368","Cynarctoides_acridens",18.5,16.3,-103.099998,42.200001,17929,18.5,16.3,"site_17929",NA,NA,NA,18.5,16.3
"369","Cynarctoides_acridens",18.5,16.3,-103.099998,42.200001,17932,18.5,16.3,"site_17932",NA,NA,NA,18.5,16.3
"370","Phlaocyon_marslandensis",18.5,16.3,-103.099998,42.200001,17932,18.5,16.3,"site_17932",NA,NA,NA,18.5,16.3
"371","Desmocyon_matthewi",18.5,16.3,-103.099998,42.200001,17932,18.5,16.3,"site_17932",NA,NA,NA,18.5,16.3
"372","Metatomarctus_canavus",18.5,16.3,-103.099998,42.200001,17932,18.5,16.3,"site_17932",NA,NA,NA,18.5,16.3
"373","Cynarctoides_acridens",18.5,16.3,-103.099998,42.200001,17934,18.5,16.3,"site_17934",NA,NA,NA,18.5,16.3
"374","Cynarctoides_emryi",18.5,16.3,-103.099998,42.200001,17934,18.5,16.3,"site_17934",NA,NA,NA,18.5,16.3
"375","Metatomarctus_canavus",18.5,16.3,-103.099998,42.200001,17934,18.5,16.3,"site_17934",NA,NA,NA,18.5,16.3
"376","Metatomarctus_canavus",18.5,16.3,-103.099998,42.200001,17935,18.5,16.3,"site_17935",NA,NA,NA,18.5,16.3
"377","Metatomarctus_canavus",18.5,16.3,-103.099998,42.200001,17936,18.5,16.3,"site_17936",NA,NA,NA,18.5,16.3
"378","Metatomarctus_canavus",18.5,16.3,-103.099998,42.200001,17938,18.5,16.3,"site_17938",NA,NA,NA,18.5,16.3
"379","Cynarctoides_acridens",18.5,16.3,-103.099998,42.200001,17940,18.5,16.3,"site_17940",NA,NA,NA,18.5,16.3
"380","Metatomarctus_canavus",18.5,16.3,-103.099998,42.200001,17942,18.5,16.3,"site_17942",NA,NA,NA,18.5,16.3
"381","Phlaocyon_marslandensis",18.5,16.3,-103.099998,42.200001,17948,18.5,16.3,"site_17948",NA,NA,NA,18.5,16.3
"382","Metatomarctus_canavus",18.5,16.3,-103.099998,42.200001,17948,18.5,16.3,"site_17948",NA,NA,NA,18.5,16.3
"383","Phlaocyon_marslandensis",18.5,16.3,-103.099998,42.200001,17949,18.5,16.3,"site_17949",NA,NA,NA,18.5,16.3
"384","Metatomarctus_canavus",18.5,16.3,-103.099998,42.200001,17950,18.5,16.3,"site_17950",NA,NA,NA,18.5,16.3
"385","Osbornodon_fricki",18.5,16.3,-103.800003,42.400002,17952,18.5,16.3,"site_17952",NA,NA,NA,18.5,16.3
"386","Protomarctus_optatus",18.5,16.3,-103.800003,42.400002,17952,18.5,16.3,"site_17952",NA,NA,NA,18.5,16.3
"387","Osbornodon_fricki",16.3,12.5,-103.800003,42.400002,17955,16.3,12.5,"site_17955",NA,NA,NA,16.3,12.5
"388","Cynarctoides_acridens",16.3,12.5,-103.800003,42.400002,17955,16.3,12.5,"site_17955",NA,NA,NA,16.3,12.5
"389","Paracynarctus_sinclairi",16.3,12.5,-103.800003,42.400002,17955,16.3,12.5,"site_17955",NA,NA,NA,16.3,12.5
"390","Euoplocyon_brachygnathus",16.3,12.5,-103.800003,42.400002,17955,16.3,12.5,"site_17955",NA,NA,NA,16.3,12.5
"391","Psalidocyon_marianae",16.3,12.5,-103.800003,42.400002,17955,16.3,12.5,"site_17955",NA,NA,NA,16.3,12.5
"392","Microtomarctus_conferta",16.3,12.5,-103.800003,42.400002,17955,16.3,12.5,"site_17955",NA,NA,NA,16.3,12.5
"393","Tomarctus_hippophaga",16.3,12.5,-103.800003,42.400002,17955,16.3,12.5,"site_17955",NA,NA,NA,16.3,12.5
"394","Tomarctus_brevirostris",16.3,12.5,-103.800003,42.400002,17955,16.3,12.5,"site_17955",NA,NA,NA,16.3,12.5
"395","Tomarctus_hippophaga",16.3,12.5,-103.800003,42.400002,17956,16.3,12.5,"site_17956",NA,NA,NA,16.3,12.5
"396","Tomarctus_brevirostris",16.3,12.5,-103.800003,42.400002,17956,16.3,12.5,"site_17956",NA,NA,NA,16.3,12.5
"397","Osbornodon_fricki",18.5,16.3,-103.800003,42.400002,17961,18.5,16.3,"site_17961",NA,NA,NA,18.5,16.3
"398","Cynarctoides_acridens",18.5,16.3,-103.800003,42.400002,17961,18.5,16.3,"site_17961",NA,NA,NA,18.5,16.3
"399","Protomarctus_optatus",18.5,16.3,-103.800003,42.400002,17961,18.5,16.3,"site_17961",NA,NA,NA,18.5,16.3
"400","Cynarctoides_acridens",18.5,16.3,-103.317703,42.374001,17963,18.5,16.3,"site_17963",NA,NA,NA,18.5,16.3
"401","Metatomarctus_canavus",18.5,16.3,-103.317703,42.374001,17963,18.5,16.3,"site_17963",NA,NA,NA,18.5,16.3
"402","Phlaocyon_leucosteus",18.5,16.3,-103.268288,40.901245,17964,18.5,16.3,"site_17964",NA,NA,NA,18.5,16.3
"403","Cynarctoides_acridens",18.5,16.3,-103.283333,40.900002,17965,18.5,16.3,"site_17965",NA,NA,NA,18.5,16.3
"404","Protomarctus_optatus",18.5,16.3,-103.283333,40.900002,17965,18.5,16.3,"site_17965",NA,NA,NA,18.5,16.3
"405","Leptocyon_leidyi",18.5,16.3,-103.099998,42.200001,17970,18.5,16.3,"site_17970",NA,NA,NA,18.5,16.3
"406","Cynarctoides_acridens",16.3,12.5,-103.800003,42.400002,17971,16.3,12.5,"site_17971",NA,NA,NA,16.3,12.5
"407","Tomarctus_hippophaga",16.3,12.5,-103.800003,42.400002,17971,16.3,12.5,"site_17971",NA,NA,NA,16.3,12.5
"408","Osbornodon_fricki",16.3,12.5,-103.800003,42.400002,17972,16.3,12.5,"site_17972",NA,NA,NA,16.3,12.5
"409","Paracynarctus_sinclairi",16.3,12.5,-103.800003,42.400002,17972,16.3,12.5,"site_17972",NA,NA,NA,16.3,12.5
"410","Microtomarctus_conferta",16.3,12.5,-103.800003,42.400002,17972,16.3,12.5,"site_17972",NA,NA,NA,16.3,12.5
"411","Tomarctus_brevirostris",16.3,12.5,-103.800003,42.400002,17972,16.3,12.5,"site_17972",NA,NA,NA,16.3,12.5
